"","sys_id","type","subtype","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","bacterial_strain"
"4800","UserReplicon_DRT_2_2","DRT","DRT_2","p4.C7|KFIHJPJI_05184","p4.C7|KFIHJPJI_05184","p4.C7|KFIHJPJI_05184","1","drt2","p4.C7"
"4801","UserReplicon_Septu_5","Septu","Septu","p4.C8|NLDJFNLK_00028","p4.C8|NLDJFNLK_00029","p4.C8|NLDJFNLK_00028,p4.C8|NLDJFNLK_00029","2","PtuA,PtuB","p4.C8"
"4802","UserReplicon_Septu_6","Septu","Septu","p4.C8|NLDJFNLK_00533","p4.C8|NLDJFNLK_00534","p4.C8|NLDJFNLK_00533,p4.C8|NLDJFNLK_00534","2","PtuB,PtuA","p4.C8"
"4803","UserReplicon_Abi2_1","Abi2","Abi2","p4.C8|NLDJFNLK_01267","p4.C8|NLDJFNLK_01267","p4.C8|NLDJFNLK_01267","1","Abi_2","p4.C8"
"4804","UserReplicon_DRT_3_2","DRT","DRT_3","p4.C8|NLDJFNLK_01276","p4.C8|NLDJFNLK_01277","p4.C8|NLDJFNLK_01276,p4.C8|NLDJFNLK_01277","2","drt3b,drt3a","p4.C8"
"4805","UserReplicon_Zorya_TypeI_8","Zorya","Zorya_TypeI","p4.C8|NLDJFNLK_01415","p4.C8|NLDJFNLK_01418","p4.C8|NLDJFNLK_01415,p4.C8|NLDJFNLK_01416,p4.C8|NLDJFNLK_01417,p4.C8|NLDJFNLK_01418","4","ZorA,ZorB,ZorC,ZorD","p4.C8"
"4806","UserReplicon_Kiwa_4","Kiwa","Kiwa","p4.C8|NLDJFNLK_02127","p4.C8|NLDJFNLK_02128","p4.C8|NLDJFNLK_02127,p4.C8|NLDJFNLK_02128","2","KwaB,KwaA","p4.C8"
"4807","UserReplicon_Septu_7","Septu","Septu","p4.C8|NLDJFNLK_04230","p4.C8|NLDJFNLK_04231","p4.C8|NLDJFNLK_04230,p4.C8|NLDJFNLK_04231","2","PtuA,PtuB","p4.C8"
"4808","UserReplicon_Dnd_ABCDE_3","Dnd","Dnd_ABCDE","p4.C8|NLDJFNLK_05214","p4.C8|NLDJFNLK_05219","p4.C8|NLDJFNLK_05214,p4.C8|NLDJFNLK_05216,p4.C8|NLDJFNLK_05217,p4.C8|NLDJFNLK_05218,p4.C8|NLDJFNLK_05219","5","DndB,DndE,DndD,DndC,DndB","p4.C8"
"4809","UserReplicon_Septu_5","Septu","Septu","p4.C9|NEKIJGHO_01597","p4.C9|NEKIJGHO_01598","p4.C9|NEKIJGHO_01597,p4.C9|NEKIJGHO_01598","2","PtuA,PtuB","p4.C9"
"4810","UserReplicon_Septu_6","Septu","Septu","p4.C9|NEKIJGHO_01834","p4.C9|NEKIJGHO_01835","p4.C9|NEKIJGHO_01834,p4.C9|NEKIJGHO_01835","2","PtuB,PtuA","p4.C9"
"4811","UserReplicon_Kiwa_4","Kiwa","Kiwa","p4.C9|NEKIJGHO_02126","p4.C9|NEKIJGHO_02127","p4.C9|NEKIJGHO_02126,p4.C9|NEKIJGHO_02127","2","KwaB,KwaA","p4.C9"
"4812","UserReplicon_Dnd_ABCDE_3","Dnd","Dnd_ABCDE","p4.C9|NEKIJGHO_02550","p4.C9|NEKIJGHO_02555","p4.C9|NEKIJGHO_02550,p4.C9|NEKIJGHO_02552,p4.C9|NEKIJGHO_02553,p4.C9|NEKIJGHO_02554,p4.C9|NEKIJGHO_02555","5","DndB,DndE,DndD,DndC,DndB","p4.C9"
"4813","UserReplicon_Septu_7","Septu","Septu","p4.C9|NEKIJGHO_04539","p4.C9|NEKIJGHO_04540","p4.C9|NEKIJGHO_04539,p4.C9|NEKIJGHO_04540","2","PtuA,PtuB","p4.C9"
"4814","UserReplicon_Abi2_1","Abi2","Abi2","p4.C9|NEKIJGHO_05293","p4.C9|NEKIJGHO_05293","p4.C9|NEKIJGHO_05293","1","Abi_2","p4.C9"
"4815","UserReplicon_DRT_3_2","DRT","DRT_3","p4.C9|NEKIJGHO_05302","p4.C9|NEKIJGHO_05303","p4.C9|NEKIJGHO_05302,p4.C9|NEKIJGHO_05303","2","drt3b,drt3a","p4.C9"
"4816","UserReplicon_Zorya_TypeI_8","Zorya","Zorya_TypeI","p4.C9|NEKIJGHO_05441","p4.C9|NEKIJGHO_05444","p4.C9|NEKIJGHO_05441,p4.C9|NEKIJGHO_05442,p4.C9|NEKIJGHO_05443,p4.C9|NEKIJGHO_05444","4","ZorA,ZorB,ZorC,ZorD","p4.C9"
"4817","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.D1|NKOJLGPJ_02161","p4.D1|NKOJLGPJ_02162","p4.D1|NKOJLGPJ_02161,p4.D1|NKOJLGPJ_02162","2","Type_IV_REases,Type_IV_REases","p4.D1"
"4818","UserReplicon_Abi2_1","Abi2","Abi2","p4.D1|NKOJLGPJ_02498","p4.D1|NKOJLGPJ_02498","p4.D1|NKOJLGPJ_02498","1","Abi_2","p4.D1"
"4819","UserReplicon_CBASS_III_4","CBASS","CBASS_III","p4.D1|NKOJLGPJ_02875","p4.D1|NKOJLGPJ_02882","p4.D1|NKOJLGPJ_02875,p4.D1|NKOJLGPJ_02879,p4.D1|NKOJLGPJ_02880,p4.D1|NKOJLGPJ_02881,p4.D1|NKOJLGPJ_02882","5","Phospholipase,Sensing_TPALS,TRIP13,bacHORMA_1,Cyclase_II","p4.D1"
"4820","UserReplicon_Abi2_2","Abi2","Abi2","p4.D1|NKOJLGPJ_04844","p4.D1|NKOJLGPJ_04844","p4.D1|NKOJLGPJ_04844","1","Abi_2","p4.D1"
"4821","UserReplicon_Septu_5","Septu","Septu","p4.D10|FELPNOGF_00250","p4.D10|FELPNOGF_00251","p4.D10|FELPNOGF_00250,p4.D10|FELPNOGF_00251","2","PtuA,PtuB","p4.D10"
"4822","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.D10|FELPNOGF_00567","p4.D10|FELPNOGF_00568","p4.D10|FELPNOGF_00567,p4.D10|FELPNOGF_00568","2","Type_IV_REases,Type_IV_REases","p4.D10"
"4823","UserReplicon_Abi2_1","Abi2","Abi2","p4.D10|FELPNOGF_01836","p4.D10|FELPNOGF_01836","p4.D10|FELPNOGF_01836","1","Abi_2","p4.D10"
"4824","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.D10|FELPNOGF_01845","p4.D10|FELPNOGF_01846","p4.D10|FELPNOGF_01845,p4.D10|FELPNOGF_01846","2","HamA_2,HamB","p4.D10"
"4825","UserReplicon_DRT_2_2","DRT","DRT_2","p4.D10|FELPNOGF_05196","p4.D10|FELPNOGF_05196","p4.D10|FELPNOGF_05196","1","drt2","p4.D10"
"4826","UserReplicon_CBASS_II_3","CBASS","CBASS_II","p4.D11|EAHOENFM_01179","p4.D11|EAHOENFM_01182","p4.D11|EAHOENFM_01179,p4.D11|EAHOENFM_01180,p4.D11|EAHOENFM_01181,p4.D11|EAHOENFM_01182","4","Jab,AG_E1_ThiF,Cyclase_II,Effector_2TM_S_2TMBeta","p4.D11"
"4827","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p4.D11|EAHOENFM_04589","p4.D11|EAHOENFM_04590","p4.D11|EAHOENFM_04589,p4.D11|EAHOENFM_04590","2","Type_II_REases,Type_II_MTases","p4.D11"
"4828","UserReplicon_DRT_2_4","DRT","DRT_2","p4.D11|EAHOENFM_04610","p4.D11|EAHOENFM_04610","p4.D11|EAHOENFM_04610","1","drt2","p4.D11"
"4829","UserReplicon_CBASS_I_2","CBASS","CBASS_I","p4.D11|EAHOENFM_05597","p4.D11|EAHOENFM_05599","p4.D11|EAHOENFM_05597,p4.D11|EAHOENFM_05598,p4.D11|EAHOENFM_05599","3","Cyclase_II,Effector_2TM_S_2TMBeta,Effector_2TM_S_2TMBeta","p4.D11"
"4830","UserReplicon_RM_Type_IV_7","RM","RM_Type_IV","p4.D11|EAHOENFM_05703","p4.D11|EAHOENFM_05703","p4.D11|EAHOENFM_05703","1","Type_IV_REases","p4.D11"
"4831","UserReplicon_Retron_II_8","Retron","Retron_II","p4.D11|EAHOENFM_05709","p4.D11|EAHOENFM_05710","p4.D11|EAHOENFM_05709,p4.D11|EAHOENFM_05710","2","NDT,RT_Tot","p4.D11"
"4832","UserReplicon_PARIS_II_merge_5","PARIS","PARIS_II_merge","p4.D11|EAHOENFM_05715","p4.D11|EAHOENFM_05715","p4.D11|EAHOENFM_05715","1","AAA_21_DUF4435","p4.D11"
"4833","UserReplicon_PARIS_I_merge_4","PARIS","PARIS_I_merge","p4.D2|LJDBKJFN_00405","p4.D2|LJDBKJFN_00405","p4.D2|LJDBKJFN_00405","1","AAA_15_DUF4435","p4.D2"
"4834","UserReplicon_AVAST_V_1","AVAST","AVAST_V","p4.D2|LJDBKJFN_02270","p4.D2|LJDBKJFN_02270","p4.D2|LJDBKJFN_02270","1","Avs5A","p4.D2"
"4835","UserReplicon_RM_Type_I_5","RM","RM_Type_I","p4.D2|LJDBKJFN_02283","p4.D2|LJDBKJFN_02286","p4.D2|LJDBKJFN_02283,p4.D2|LJDBKJFN_02286","2","Type_I_MTases,Type_I_REases","p4.D2"
"4836","UserReplicon_Septu_7","Septu","Septu","p4.D2|LJDBKJFN_04019","p4.D2|LJDBKJFN_04020","p4.D2|LJDBKJFN_04019,p4.D2|LJDBKJFN_04020","2","PtuB,PtuA","p4.D2"
"4837","UserReplicon_Gabija_3","Gabija","Gabija","p4.D2|LJDBKJFN_04384","p4.D2|LJDBKJFN_04385","p4.D2|LJDBKJFN_04384,p4.D2|LJDBKJFN_04385","2","GajB,GajA","p4.D2"
"4838","UserReplicon_Shedu_8","Shedu","Shedu","p4.D2|LJDBKJFN_04631","p4.D2|LJDBKJFN_04631","p4.D2|LJDBKJFN_04631","1","SduA","p4.D2"
"4839","UserReplicon_Druantia_III_2","Druantia","Druantia_III","p4.D2|LJDBKJFN_04695","p4.D2|LJDBKJFN_04696","p4.D2|LJDBKJFN_04695,p4.D2|LJDBKJFN_04696","2","DruE_3,DruH","p4.D2"
"4840","UserReplicon_RM_Type_II_6","RM","RM_Type_II","p4.D2|LJDBKJFN_04887","p4.D2|LJDBKJFN_04888","p4.D2|LJDBKJFN_04887,p4.D2|LJDBKJFN_04888","2","Type_II_MTases,Type_II_REases","p4.D2"
"4841","UserReplicon_CBASS_III_3","CBASS","CBASS_III","p4.D3|MAGEFBDK_01346","p4.D3|MAGEFBDK_01353","p4.D3|MAGEFBDK_01346,p4.D3|MAGEFBDK_01347,p4.D3|MAGEFBDK_01348,p4.D3|MAGEFBDK_01349,p4.D3|MAGEFBDK_01353","5","Cyclase_II,bacHORMA_1,TRIP13,Sensing_TPALS,Phospholipase","p4.D3"
"4842","UserReplicon_Abi2_1","Abi2","Abi2","p4.D3|MAGEFBDK_03423","p4.D3|MAGEFBDK_03423","p4.D3|MAGEFBDK_03423","1","Abi_2","p4.D3"
"4843","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.D3|MAGEFBDK_04146","p4.D3|MAGEFBDK_04147","p4.D3|MAGEFBDK_04146,p4.D3|MAGEFBDK_04147","2","Type_IV_REases,Type_IV_REases","p4.D3"
"4844","UserReplicon_AVAST_II_1","AVAST","AVAST_II","p4.D4|AFELPIII_03459","p4.D4|AFELPIII_03459","p4.D4|AFELPIII_03459","1","Avs2A","p4.D4"
"4845","UserReplicon_Retron_VI_2","Retron","Retron_VI","p4.D4|AFELPIII_05035","p4.D4|AFELPIII_05036","p4.D4|AFELPIII_05035,p4.D4|AFELPIII_05036","2","HTH,RT_Tot","p4.D4"
"4846","UserReplicon_Rst_HEPN_3","Rst_HEPN","Rst_HEPN","p4.D4|AFELPIII_05651","p4.D4|AFELPIII_05651","p4.D4|AFELPIII_05651","1","Rst_HEPN","p4.D4"
"4847","UserReplicon_Gabija_1","Gabija","Gabija","p4.D6|CNMNHJKG_00232","p4.D6|CNMNHJKG_00233","p4.D6|CNMNHJKG_00232,p4.D6|CNMNHJKG_00233","2","GajA,GajB","p4.D6"
"4848","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.D6|CNMNHJKG_00235","p4.D6|CNMNHJKG_00236","p4.D6|CNMNHJKG_00235,p4.D6|CNMNHJKG_00236","2","HamB,HamA_2","p4.D6"
"4849","UserReplicon_Retron_III_7","Retron","Retron_III","p4.D6|CNMNHJKG_00238","p4.D6|CNMNHJKG_00239","p4.D6|CNMNHJKG_00238,p4.D6|CNMNHJKG_00239","2","PRTase_WH,RT_Tot","p4.D6"
"4850","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.D6|CNMNHJKG_00520","p4.D6|CNMNHJKG_00523","p4.D6|CNMNHJKG_00520,p4.D6|CNMNHJKG_00521,p4.D6|CNMNHJKG_00522,p4.D6|CNMNHJKG_00523","4","JetD_I,JetC_I,JetB_I,JetA_I","p4.D6"
"4851","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.D6|CNMNHJKG_01135","p4.D6|CNMNHJKG_01138","p4.D6|CNMNHJKG_01135,p4.D6|CNMNHJKG_01138","2","Type_I_MTases,Type_I_REases","p4.D6"
"4852","UserReplicon_Septu_9","Septu","Septu","p4.D6|CNMNHJKG_01979","p4.D6|CNMNHJKG_01980","p4.D6|CNMNHJKG_01979,p4.D6|CNMNHJKG_01980","2","PtuB,PtuA","p4.D6"
"4853","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.D6|CNMNHJKG_01990","p4.D6|CNMNHJKG_01990","p4.D6|CNMNHJKG_01990","1","Type_IV_REases","p4.D6"
"4854","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p4.D6|CNMNHJKG_02452","p4.D6|CNMNHJKG_02452","p4.D6|CNMNHJKG_02452","1","ATPase","p4.D6"
"4855","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.D6|CNMNHJKG_02824","p4.D6|CNMNHJKG_02825","p4.D6|CNMNHJKG_02824,p4.D6|CNMNHJKG_02825","2","HamB,HamA_1","p4.D6"
"4856","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.D6|CNMNHJKG_04252","p4.D6|CNMNHJKG_04252","p4.D6|CNMNHJKG_04252","1","Type_IV_REases","p4.D6"
"4857","UserReplicon_Gabija_1","Gabija","Gabija","p4.D8|MGNENIKI_00376","p4.D8|MGNENIKI_00377","p4.D8|MGNENIKI_00376,p4.D8|MGNENIKI_00377","2","GajA,GajB","p4.D8"
"4858","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.D8|MGNENIKI_00379","p4.D8|MGNENIKI_00380","p4.D8|MGNENIKI_00379,p4.D8|MGNENIKI_00380","2","HamB,HamA_2","p4.D8"
"4859","UserReplicon_Retron_III_7","Retron","Retron_III","p4.D8|MGNENIKI_00382","p4.D8|MGNENIKI_00383","p4.D8|MGNENIKI_00382,p4.D8|MGNENIKI_00383","2","PRTase_WH,RT_Tot","p4.D8"
"4860","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.D8|MGNENIKI_00664","p4.D8|MGNENIKI_00667","p4.D8|MGNENIKI_00664,p4.D8|MGNENIKI_00665,p4.D8|MGNENIKI_00666,p4.D8|MGNENIKI_00667","4","JetD_I,JetC_I,JetB_I,JetA_I","p4.D8"
"4861","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.D8|MGNENIKI_01310","p4.D8|MGNENIKI_01310","p4.D8|MGNENIKI_01310","1","Type_IV_REases","p4.D8"
"4862","UserReplicon_Septu_9","Septu","Septu","p4.D8|MGNENIKI_01709","p4.D8|MGNENIKI_01710","p4.D8|MGNENIKI_01709,p4.D8|MGNENIKI_01710","2","PtuB,PtuA","p4.D8"
"4863","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.D8|MGNENIKI_01720","p4.D8|MGNENIKI_01720","p4.D8|MGNENIKI_01720","1","Type_IV_REases","p4.D8"
"4864","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.D8|MGNENIKI_02429","p4.D8|MGNENIKI_02430","p4.D8|MGNENIKI_02429,p4.D8|MGNENIKI_02430","2","HamB,HamA_1","p4.D8"
"4865","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.D8|MGNENIKI_04080","p4.D8|MGNENIKI_04083","p4.D8|MGNENIKI_04080,p4.D8|MGNENIKI_04083","2","Type_I_REases,Type_I_MTases","p4.D8"
"4866","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p4.D8|MGNENIKI_04396","p4.D8|MGNENIKI_04396","p4.D8|MGNENIKI_04396","1","ATPase","p4.D8"
"4867","UserReplicon_Gabija_1","Gabija","Gabija","p4.D9|PHINOIKB_00375","p4.D9|PHINOIKB_00376","p4.D9|PHINOIKB_00375,p4.D9|PHINOIKB_00376","2","GajA,GajB","p4.D9"
"4868","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.D9|PHINOIKB_00378","p4.D9|PHINOIKB_00379","p4.D9|PHINOIKB_00378,p4.D9|PHINOIKB_00379","2","HamB,HamA_2","p4.D9"
"4869","UserReplicon_Retron_III_7","Retron","Retron_III","p4.D9|PHINOIKB_00381","p4.D9|PHINOIKB_00382","p4.D9|PHINOIKB_00381,p4.D9|PHINOIKB_00382","2","PRTase_WH,RT_Tot","p4.D9"
"4870","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.D9|PHINOIKB_00663","p4.D9|PHINOIKB_00666","p4.D9|PHINOIKB_00663,p4.D9|PHINOIKB_00664,p4.D9|PHINOIKB_00665,p4.D9|PHINOIKB_00666","4","JetD_I,JetC_I,JetB_I,JetA_I","p4.D9"
"4871","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.D9|PHINOIKB_01339","p4.D9|PHINOIKB_01339","p4.D9|PHINOIKB_01339","1","Type_IV_REases","p4.D9"
"4872","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.D9|PHINOIKB_02953","p4.D9|PHINOIKB_02956","p4.D9|PHINOIKB_02953,p4.D9|PHINOIKB_02956","2","Type_I_REases,Type_I_MTases","p4.D9"
"4873","UserReplicon_Septu_9","Septu","Septu","p4.D9|PHINOIKB_03099","p4.D9|PHINOIKB_03100","p4.D9|PHINOIKB_03099,p4.D9|PHINOIKB_03100","2","PtuB,PtuA","p4.D9"
"4874","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.D9|PHINOIKB_03110","p4.D9|PHINOIKB_03110","p4.D9|PHINOIKB_03110","1","Type_IV_REases","p4.D9"
"4875","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p4.D9|PHINOIKB_04524","p4.D9|PHINOIKB_04524","p4.D9|PHINOIKB_04524","1","ATPase","p4.D9"
"4876","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.D9|PHINOIKB_04847","p4.D9|PHINOIKB_04848","p4.D9|PHINOIKB_04847,p4.D9|PHINOIKB_04848","2","HamB,HamA_1","p4.D9"
"4877","UserReplicon_Rst_3HP_6","Rst_3HP","Rst_3HP","p4.E1|KEMOBHBB_00650","p4.E1|KEMOBHBB_00652","p4.E1|KEMOBHBB_00650,p4.E1|KEMOBHBB_00651,p4.E1|KEMOBHBB_00652","3","Hp1,Hp2,Hp3","p4.E1"
"4878","UserReplicon_Abi2_1","Abi2","Abi2","p4.E1|KEMOBHBB_02595","p4.E1|KEMOBHBB_02595","p4.E1|KEMOBHBB_02595","1","Abi_2","p4.E1"
"4879","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.E1|KEMOBHBB_02604","p4.E1|KEMOBHBB_02605","p4.E1|KEMOBHBB_02604,p4.E1|KEMOBHBB_02605","2","HamA_2,HamB","p4.E1"
"4880","UserReplicon_DRT_2_2","DRT","DRT_2","p4.E1|KEMOBHBB_04160","p4.E1|KEMOBHBB_04160","p4.E1|KEMOBHBB_04160","1","drt2","p4.E1"
"4881","UserReplicon_Rst_Sirtuin-like_7","Rst_Sirtuin-like","Rst_Sirtuin-like","p4.E1|KEMOBHBB_04256","p4.E1|KEMOBHBB_04256","p4.E1|KEMOBHBB_04256","1","Sirtuin_like","p4.E1"
"4882","UserReplicon_Retron_XII_5","Retron","Retron_XII","p4.E1|KEMOBHBB_05008","p4.E1|KEMOBHBB_05008","p4.E1|KEMOBHBB_05008","1","RT_12","p4.E1"
"4883","UserReplicon_Septu_8","Septu","Septu","p4.E1|KEMOBHBB_05013","p4.E1|KEMOBHBB_05014","p4.E1|KEMOBHBB_05013,p4.E1|KEMOBHBB_05014","2","PtuA,PtuB","p4.E1"
"4884","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.E1|KEMOBHBB_05329","p4.E1|KEMOBHBB_05330","p4.E1|KEMOBHBB_05329,p4.E1|KEMOBHBB_05330","2","Type_IV_REases,Type_IV_REases","p4.E1"
"4885","UserReplicon_dCTPdeaminase_8","dCTPdeaminase","dCTPdeaminase","p4.E3|KHIBLHMN_01314","p4.E3|KHIBLHMN_01314","p4.E3|KHIBLHMN_01314","1","dCTPdeaminase","p4.E3"
"4886","UserReplicon_Abi2_1","Abi2","Abi2","p4.E3|KHIBLHMN_01867","p4.E3|KHIBLHMN_01867","p4.E3|KHIBLHMN_01867","1","Abi_2","p4.E3"
"4887","UserReplicon_AbiEii_2","AbiEii","AbiEii","p4.E3|KHIBLHMN_02880","p4.E3|KHIBLHMN_02881","p4.E3|KHIBLHMN_02880,p4.E3|KHIBLHMN_02881","2","AbiEii,AbiEi_3","p4.E3"
"4888","UserReplicon_Kiwa_3","Kiwa","Kiwa","p4.E3|KHIBLHMN_03900","p4.E3|KHIBLHMN_03901","p4.E3|KHIBLHMN_03900,p4.E3|KHIBLHMN_03901","2","KwaA,KwaB","p4.E3"
"4889","UserReplicon_RM_Type_IV_4","RM","RM_Type_IV","p4.E3|KHIBLHMN_03916","p4.E3|KHIBLHMN_03916","p4.E3|KHIBLHMN_03916","1","Type_IV_REases","p4.E3"
"4890","UserReplicon_Wadjet_I_7","Wadjet","Wadjet_I","p4.E3|KHIBLHMN_04082","p4.E3|KHIBLHMN_04085","p4.E3|KHIBLHMN_04082,p4.E3|KHIBLHMN_04083,p4.E3|KHIBLHMN_04084,p4.E3|KHIBLHMN_04085","4","JetA_I,JetB_I,JetC_I,JetD_I","p4.E3"
"4891","UserReplicon_Septu_5","Septu","Septu","p4.E3|KHIBLHMN_04415","p4.E3|KHIBLHMN_04416","p4.E3|KHIBLHMN_04415,p4.E3|KHIBLHMN_04416","2","PtuA,PtuB","p4.E3"
"4892","UserReplicon_Septu_6","Septu","Septu","p4.E3|KHIBLHMN_05264","p4.E3|KHIBLHMN_05265","p4.E3|KHIBLHMN_05264,p4.E3|KHIBLHMN_05265","2","PtuB,PtuA","p4.E3"
"4893","UserReplicon_Septu_5","Septu","Septu","p4.E4|DJIKGLHA_00776","p4.E4|DJIKGLHA_00777","p4.E4|DJIKGLHA_00776,p4.E4|DJIKGLHA_00777","2","PtuA,PtuB","p4.E4"
"4894","UserReplicon_Kiwa_4","Kiwa","Kiwa","p4.E4|DJIKGLHA_03042","p4.E4|DJIKGLHA_03043","p4.E4|DJIKGLHA_03042,p4.E4|DJIKGLHA_03043","2","KwaB,KwaA","p4.E4"
"4895","UserReplicon_Septu_6","Septu","Septu","p4.E4|DJIKGLHA_03488","p4.E4|DJIKGLHA_03489","p4.E4|DJIKGLHA_03488,p4.E4|DJIKGLHA_03489","2","PtuA,PtuB","p4.E4"
"4896","UserReplicon_Septu_7","Septu","Septu","p4.E4|DJIKGLHA_03565","p4.E4|DJIKGLHA_03566","p4.E4|DJIKGLHA_03565,p4.E4|DJIKGLHA_03566","2","PtuA,PtuB","p4.E4"
"4897","UserReplicon_Abi2_1","Abi2","Abi2","p4.E4|DJIKGLHA_03969","p4.E4|DJIKGLHA_03969","p4.E4|DJIKGLHA_03969","1","Abi_2","p4.E4"
"4898","UserReplicon_DRT_3_2","DRT","DRT_3","p4.E4|DJIKGLHA_03978","p4.E4|DJIKGLHA_03979","p4.E4|DJIKGLHA_03978,p4.E4|DJIKGLHA_03979","2","drt3b,drt3a","p4.E4"
"4899","UserReplicon_Zorya_TypeI_8","Zorya","Zorya_TypeI","p4.E4|DJIKGLHA_04117","p4.E4|DJIKGLHA_04120","p4.E4|DJIKGLHA_04117,p4.E4|DJIKGLHA_04118,p4.E4|DJIKGLHA_04119,p4.E4|DJIKGLHA_04120","4","ZorA,ZorB,ZorC,ZorD","p4.E4"
"4900","UserReplicon_Dnd_ABCDE_3","Dnd","Dnd_ABCDE","p4.E4|DJIKGLHA_05424","p4.E4|DJIKGLHA_05429","p4.E4|DJIKGLHA_05424,p4.E4|DJIKGLHA_05425,p4.E4|DJIKGLHA_05426,p4.E4|DJIKGLHA_05427,p4.E4|DJIKGLHA_05429","5","DndB,DndC,DndD,DndE,DndB","p4.E4"
"4901","UserReplicon_Wadjet_I_10","Wadjet","Wadjet_I","p4.E5|AFGLONMH_01301","p4.E5|AFGLONMH_01304","p4.E5|AFGLONMH_01301,p4.E5|AFGLONMH_01302,p4.E5|AFGLONMH_01303,p4.E5|AFGLONMH_01304","4","JetD_I,JetC_I,JetB_I,JetA_I","p4.E5"
"4902","UserReplicon_RM_Type_IV_5","RM","RM_Type_IV","p4.E5|AFGLONMH_01372","p4.E5|AFGLONMH_01372","p4.E5|AFGLONMH_01372","1","Type_IV_REases","p4.E5"
"4903","UserReplicon_Retron_III_7","Retron","Retron_III","p4.E5|AFGLONMH_01824","p4.E5|AFGLONMH_01825","p4.E5|AFGLONMH_01824,p4.E5|AFGLONMH_01825","2","RT_Tot,PRTase_WH","p4.E5"
"4904","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.E5|AFGLONMH_01827","p4.E5|AFGLONMH_01828","p4.E5|AFGLONMH_01827,p4.E5|AFGLONMH_01828","2","HamA_2,HamB","p4.E5"
"4905","UserReplicon_Gabija_1","Gabija","Gabija","p4.E5|AFGLONMH_01830","p4.E5|AFGLONMH_01831","p4.E5|AFGLONMH_01830,p4.E5|AFGLONMH_01831","2","GajB,GajA","p4.E5"
"4906","UserReplicon_Hachiman_3","Hachiman","Hachiman","p4.E5|AFGLONMH_01940","p4.E5|AFGLONMH_01941","p4.E5|AFGLONMH_01940,p4.E5|AFGLONMH_01941","2","HamA_1,HamB","p4.E5"
"4907","UserReplicon_Rst_ATPase_8","Rst_ATPase","Rst_ATPase","p4.E5|AFGLONMH_03011","p4.E5|AFGLONMH_03011","p4.E5|AFGLONMH_03011","1","ATPase","p4.E5"
"4908","UserReplicon_RM_Type_I_4","RM","RM_Type_I","p4.E5|AFGLONMH_03035","p4.E5|AFGLONMH_03038","p4.E5|AFGLONMH_03035,p4.E5|AFGLONMH_03038","2","Type_I_REases,Type_I_MTases","p4.E5"
"4909","UserReplicon_RM_Type_IV_6","RM","RM_Type_IV","p4.E5|AFGLONMH_04921","p4.E5|AFGLONMH_04921","p4.E5|AFGLONMH_04921","1","Type_IV_REases","p4.E5"
"4910","UserReplicon_Septu_9","Septu","Septu","p4.E5|AFGLONMH_04931","p4.E5|AFGLONMH_04932","p4.E5|AFGLONMH_04931,p4.E5|AFGLONMH_04932","2","PtuA,PtuB","p4.E5"
"4911","UserReplicon_Gabija_1","Gabija","Gabija","p4.E6|DHIDPPFI_00295","p4.E6|DHIDPPFI_00296","p4.E6|DHIDPPFI_00295,p4.E6|DHIDPPFI_00296","2","GajA,GajB","p4.E6"
"4912","UserReplicon_Hachiman_2","Hachiman","Hachiman","p4.E6|DHIDPPFI_00298","p4.E6|DHIDPPFI_00299","p4.E6|DHIDPPFI_00298,p4.E6|DHIDPPFI_00299","2","HamB,HamA_2","p4.E6"
